measure_date,entry,exit,entry_restrict,exit_restrict,import,import_restrict,,net,total
3/18/2021,56951,58849,28476,29425,0.011333188,0.005666594,,-1898,411878
3/19/2021,56390,60501,28195,30251,0.011272256,0.005636128,,-4111,407767
3/20/2021,55958,50902,27979,25451,0.011211326,0.005605663,,5056,412823
3/21/2021,53302,55468,26651,27734,0.011089462,0.005544731,,-2166,410657
3/22/2021,54115,57816,27058,28908,0.011028532,0.005514266,,-3701,406956
3/23/2021,57279,65527,28640,32764,0.01090667,0.005453335,,-8248,398708
3/24/2021,50161,64713,25081,32357,0.010845738,0.005422869,,-14552,384156
3/25/2021,42680,56951,21340,28476,0.010723876,0.005361938,,-14271,369885
3/26/2021,41160,56390,20580,28195,0.010602014,0.005301007,,-15230,354655
3/27/2021,42808,55958,21404,27979,0.010541082,0.005270541,,-13150,341505
3/28/2021,42574,53302,21287,26651,0.01041922,0.00520961,,-10728,330777
3/29/2021,44684,54115,22342,27058,0.010297358,0.005148679,,-9431,321346
3/30/2021,43872,57279,21936,28640,0.010175496,0.005087748,,-13407,307939
3/31/2021,30453,50161,15227,25081,0.010114566,0.005057283,,-19708,288231
4/1/2021,19160,42680,9580,21340,0.009992702,0.004996351,,-23520,264711
4/2/2021,17851,41160,8926,20580,0.00987084,0.00493542,,-23309,241402
4/3/2021,17810,42808,8905,21404,0.009748978,0.004874489,,-24998,216404
4/4/2021,19427,42574,9714,21287,0.009627116,0.004813558,,-23147,193257
4/5/2021,23932,44684,11966,22342,0.009505254,0.004752627,,-20752,172505
4/6/2021,27330,43872,13665,21936,0.009383392,0.004691696,,-16542,155963
4/7/2021,21759,30453,10880,15227,0.00926153,0.004630765,,-8694,147269
4/8/2021,11915,19160,5958,9580,0.009200598,0.004600299,,-7245,140024
4/9/2021,10668,17851,5334,8926,0.009078736,0.004539368,,-7183,132841
4/10/2021,10545,17810,5273,8905,0.008956874,0.004478437,,-7265,125576
4/11/2021,0,19427,0,9714,0.008835012,0.004417506,,-19427,106149
4/12/2021,0,23932,0,11966,0.00871315,0.004356575,,-23932,82217
4/13/2021,0,27330,0,13665,0.008591288,0.004295644,,-27330,54887
4/14/2021,0,21759,0,10880,0.008469424,0.004234712,,-21759,33128
4/15/2021,0,11915,0,5958,0.008347562,0.004173781,,-11915,21213
4/16/2021,0,10668,0,5334,0.0082257,0.00411285,,-10668,10545
4/17/2021,0,10545,0,5273,0.008103838,0.004051919,,-10545,0
