time,date,mu_high,eta_high,mu_low,eta_low,epsilon_low,epsilon_med,epsilon_high
424,3/22/21,54115,57816,27058,28908,0.005514266,0.008271399,0.011028532
425,3/23/21,57279,65527,28640,32764,0.005453335,0.008180003,0.01090667
426,3/24/21,50161,64713,25081,32357,0.005422869,0.008134304,0.010845738
427,3/25/21,42680,56951,21340,28476,0.005361938,0.008042907,0.010723876
428,3/26/21,41160,56390,20580,28195,0.005301007,0.007951511,0.010602014
429,3/27/21,42808,55958,21404,27979,0.005270541,0.007905812,0.010541082
430,3/28/21,42574,53302,21287,26651,0.00520961,0.007814415,0.01041922
431,3/29/21,44684,54115,22342,27058,0.005148679,0.007723019,0.010297358
432,3/30/21,43872,57279,21936,28640,0.005087748,0.007631622,0.010175496
433,3/31/21,30453,50161,15227,25081,0.005057283,0.007585925,0.010114566
434,4/1/21,19160,42680,9580,21340,0.004996351,0.007494527,0.009992702
435,4/2/21,17851,41160,8926,20580,0.00493542,0.00740313,0.00987084
436,4/3/21,17810,42808,8905,21404,0.004874489,0.007311734,0.009748978
437,4/4/21,19427,42574,9714,21287,0.004813558,0.007220337,0.009627116
438,4/5/21,23932,44684,11966,22342,0.004752627,0.007128941,0.009505254
439,4/6/21,27330,43872,13665,21936,0.004691696,0.007037544,0.009383392
440,4/7/21,21759,30453,10880,15227,0.004630765,0.006946148,0.00926153
441,4/8/21,11915,19160,5958,9580,0.004600299,0.006900449,0.009200598
442,4/9/21,10668,17851,5334,8926,0.004539368,0.006809052,0.009078736
443,4/10/21,10545,17810,5273,8905,0.004478437,0.006717656,0.008956874
444,4/11/21,0,19427,0,9714,0.004417506,0.006626259,0.008835012
445,4/12/21,0,23932,0,11966,0.004356575,0.006534863,0.00871315
446,4/13/21,0,27330,0,13665,0.004295644,0.006443466,0.008591288
447,4/14/21,0,21759,0,10880,0.004234712,0.006352068,0.008469424
448,4/15/21,0,11915,0,5958,0.004173781,0.006260672,0.008347562
449,4/16/21,0,10668,0,5334,0.00411285,0.006169275,0.0082257
450,4/17/21,0,10545,0,5273,0.004051919,0.006077879,0.008103838
